path,type,size_bytes,git_status,sha256,referenced_by_count,referenced_by,likely_role,classification,proposed_action,confidence,notes
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_eval_v5/v5_on_v5balanced60_derived.json,file,153545,tracked-clean,33f50e51c3bed24313154c24f3e0cef60a87f9dffd800fa62cc14f7837054368,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_eval_v5/v5_on_v5balanced60_subject_ablation.json,file,153712,tracked-clean,7a19aab1c297ffc9b9153c90af8bc1a4f763376e8391678ce8483b17e1f267a2,1,LLMxAI/experiments/llm_policy_engine/evaluate_v5.sh,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_eval_v5/v5_on_v5test_full360.json,file,903701,tracked-clean,b3426351f8dd6ccb50e3506a94cb8551b76bd222c39efb9e196ac69180503af6,2,LLMxAI/experiments/llm_policy_engine/evaluate_v5.sh; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_eval_v5/v5_on_v5balanced60_derived.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000300/adapter_config.json,file,1140,tracked-clean,874f86f21cc817b0a70b648275ba67ca097009bd7e2356aa165a190b3a3f29f7,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5-best/adapter_config.json; LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000600/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000900/adapter_config.json (+3 more)
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000600/adapter_config.json,file,1140,tracked-clean,874f86f21cc817b0a70b648275ba67ca097009bd7e2356aa165a190b3a3f29f7,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5-best/adapter_config.json; LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000300/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000900/adapter_config.json (+3 more)
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000900/adapter_config.json,file,1140,tracked-clean,874f86f21cc817b0a70b648275ba67ca097009bd7e2356aa165a190b3a3f29f7,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5-best/adapter_config.json; LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000300/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000600/adapter_config.json (+3 more)
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0001200/adapter_config.json,file,1140,tracked-clean,874f86f21cc817b0a70b648275ba67ca097009bd7e2356aa165a190b3a3f29f7,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5-best/adapter_config.json; LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000300/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000600/adapter_config.json (+3 more)
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0001500/adapter_config.json,file,1140,tracked-clean,874f86f21cc817b0a70b648275ba67ca097009bd7e2356aa165a190b3a3f29f7,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5-best/adapter_config.json; LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000300/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000600/adapter_config.json (+3 more)
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0001800/adapter_config.json,file,1140,tracked-clean,874f86f21cc817b0a70b648275ba67ca097009bd7e2356aa165a190b3a3f29f7,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.; identical content: LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5-best/adapter_config.json; LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v5/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000300/adapter_config.json; LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/ckpt_0000600/adapter_config.json (+3 more)
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/selection_by_accuracy.json,file,17524,tracked-clean,efb6c73f23c857de1efccf3383cf39e3174e8d83f194b71108c7cb7370f93520,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/valid_0000300.json,file,305058,tracked-clean,dc6ad03edb90945242a4466e4493350a68cf0d14c05818a08f9e7905bc537dee,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/valid_0000600.json,file,303918,tracked-clean,69a430955d0bd854bd1c539e25ccee9ce9a84188c79e50c52c2ae3b051fb2fd6,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/valid_0000900.json,file,303817,tracked-clean,5784a4e462ef755c1a22914bbbd112a560620269d98010b7eeb3beb7b9698b31,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/valid_0001200.json,file,304307,tracked-clean,0918da3d3bdfa619a988e27dd87c0cebcb457976b6f8416b60ab07f267047095,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/valid_0001500.json,file,302476,tracked-clean,f842219330c3d1e36b2fd2b4239155a001bd1134e7990264e5b2227d8ca5a4ff,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_select_v5/valid_0001800.json,file,304727,tracked-clean,351acc0a1bc0beb4220dfd36ec83b84dafef5f96008e0b528fa1cf12041d72b7,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/runs/20260904_qwen3_policy_engine_train_v5/run.json,file,1680,tracked-clean,0dc4547c5ca4deab3ffca13b1a6d3927d4a8aa0c5dc3db3468e72620bb5573bd,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/runs/20260906_qwen3_policy_engine_train_v6/run.json,file,1602,tracked-clean,b05d326a6973b95f1b041b602059aea1a0c40de5f249cc0239971e2a6ad1362b,1,LLMxAI/experiments/llm_policy_engine/adapters/qwen3-14b-seba-lora-v6-best/selection.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/experiments/smoke_standalone.js,file,3407,tracked-clean,c3cc4b958b7c67538e80982db68b44ddf07231f510a8ed3f39c82e7edbd44261,1,LLMxAI/README.md,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/package.json,file,318,tracked-clean,29fcdac0cfdb6590645892703d6e3c51090224340c706633281beb3e0ab99aa0,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/public/app.js,file,9478,tracked-clean,97926ca29947565ca8e652c85e0dfd078756aa1ba42451e2aaaaa2498fd5f741,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/public/index.html,file,4992,tracked-clean,9e1b3bf7ffba0d4ed3b84d925a358512738d5d11deebf388e263960a51bc693a,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/public/login.html,file,1884,tracked-clean,662c25a14fd2f7fca93abe938d627c4ca86b5e74c94054bfa20f1e9d9022cc28,2,LLMxAI/README.md; LLMxAI/public/app.js,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/public/login.js,file,2156,tracked-clean,e44f93e783b57a76bc7569bf1d9ddf7be341353010d627def7fc13fd62f21bcc,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/public/styles.css,file,14794,tracked-clean,49cb30a9be892956f7ed9d3b34a7df0ff278511b707828869d20deb18099c1e2,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/reports/iteration/iter_001_standalone_extraction.md,file,2263,tracked-clean,cd403ad8df9fe9663d2e9ef3b0d8577e04da94fd1f2814b3703842b953781436,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/plots/llm-policy-ui/professor-demo-decision-desktop.png,file,617706,tracked-clean,e8367be4761a4047a58d76645491b57d2cf8b05ab3f779823e83d1ab9652f9b3,2,LLMxAI/experiments/runs/20260902_llm_policy_interface/run.json; reports/iteration/iter_023_llm_policy_interface.md,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/plots/llm-policy-ui/professor-demo-decision-mobile.png,file,444602,tracked-clean,915b23808bad26e6d45666e245b6e29f5b4867655ed46e55e6b80505654b3c45,2,LLMxAI/experiments/runs/20260902_llm_policy_interface/run.json; reports/iteration/iter_023_llm_policy_interface.md,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/plots/llm-policy-ui/professor-demo-query.png,file,361919,tracked-clean,5e0dca9f6921f79d71cfb39b7f2f6946b755b034a7c11c764348d6f1bda70dc1,2,LLMxAI/experiments/runs/20260902_llm_policy_interface/run.json; reports/iteration/iter_023_llm_policy_interface.md,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/plots/qwen3-policy-engine-derived/policy_engine_comparison.svg,file,4378,tracked-clean,cffabf412d9dcc23e9bce8c0307bc1c48532471eb1a39ec97d709cd584f1162f,1,LLMxAI/results/tables/qwen3-policy-engine-derived/artifact_manifest.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/plots/qwen3-policy-engine-v4/policy_engine_comparison.svg,file,4801,tracked-clean,ef2de97ad003261f79802bdf6b724f0ca8d12a58d6b4ad1ef6e34f22a49681ab,1,LLMxAI/results/tables/qwen3-policy-engine-v4/artifact_manifest.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/plots/qwen3-policy-engine/policy_engine_comparison.svg,file,4378,tracked-clean,61026842f797161da9245f92e04b14b9c1fdd4deecf17978f92d66fc0abe5b1f,1,LLMxAI/results/tables/qwen3-policy-engine/artifact_manifest.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/llm-policy-interface/live-scenarios.csv,file,522,tracked-clean,bf6605aa623dc48caff2d4dd856ae9f85cabd6ed17de0885a07f6bd55eb16b00,1,reports/iteration/iter_023_llm_policy_interface.md,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine-derived/artifact_manifest.json,file,5399,tracked-clean,1b7e6a7f46c47a46db07161fb6d491aac54189a25616340c752f27d0652d4801,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine-derived/metrics.csv,file,803,tracked-clean,fd4c58e99cd57772196729dbc00770ae748784f662a81acd6ee731887f5e1aac,1,LLMxAI/results/tables/qwen3-policy-engine-derived/artifact_manifest.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine-derived/metrics.md,file,1227,tracked-clean,2d7036e23e45ecb310fcb7d6e30035dc3e667ca239b749eeade1137a7e19452e,1,LLMxAI/results/tables/qwen3-policy-engine-derived/artifact_manifest.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine-v4/artifact_manifest.json,file,6155,tracked-clean,bcd786cd61fa4c683718252af179827b86977adce3704020240531ac49451975,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine-v4/metrics.csv,file,884,tracked-clean,42de55bf439ef4327f55c12af209c19d6bd78a892ad07d4803397f5316d5f157,1,LLMxAI/results/tables/qwen3-policy-engine-v4/artifact_manifest.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine-v4/metrics.md,file,1353,tracked-clean,32a585edbf52e7ba064535423c781a9e094e0d366c1647725d2fc9842e556f5f,1,LLMxAI/results/tables/qwen3-policy-engine-v4/artifact_manifest.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine-v4/per_rule_verification.md,file,4221,tracked-clean,a048d7ab107ff3bac38ce81bec11e29debe97e940d2852131274c4a014e07ac7,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine/artifact_manifest.json,file,5321,tracked-clean,a274afde1845538a58b6579e6da2a76754f0620440b6cd5ea1f87e8164b6df03,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine/dataset_audit.md,file,942,tracked-clean,a8fe874718a1bc21dcc80d8bf76f0545285ffdd2bb9afe069c5ed5e218b68929,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine/environment.md,file,519,tracked-clean,d082fecd525c34e52bf9609310d6bf3d18abc01948b6e2a0b9b7e462d962ac92,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine/metrics.csv,file,803,tracked-clean,24fa34fbdbc52ee20e308552cca067a57f860f0221f8b5e3a0bd076852015db1,1,LLMxAI/results/tables/qwen3-policy-engine/artifact_manifest.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine/metrics.md,file,1222,tracked-clean,d0eda4fa0b568d34788e6e495b6cf066636095bf9d3a99ec3a99e0d317dd1cb0,1,LLMxAI/results/tables/qwen3-policy-engine/artifact_manifest.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/qwen3-policy-engine/per_rule_verification.md,file,4183,tracked-clean,1b4c44efb31721b067b101609b71653890758aa6f545253a541fa7562b2cb5b7,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/results/tables/standalone/live_smoke.csv,file,382,tracked-clean,de19f6bbd1c1034ca50ca82f08139bf3005b4a96a6db7f1189bed48ce5ee6640,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/scripts/serve-model.sh,file,927,tracked-clean,0def99e13b7fd53994bd3f9867bc9e6c195644fbb0bd2929b26531f07cfb6cb2,1,LLMxAI/package.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/src/modelClient.js,file,4567,tracked-clean,e4a732c997d964a21e7b4f10e87ba0b5ee1d8745ded564675b04d20e67813f09,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/src/policy.js,file,14472,tracked-clean,10cf6e0b7274603aafd7058b3174a58d0c304eba3fc04f02060b57be926f2c6e,1,LLMxAI/README.md,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/src/registry.js,file,1686,tracked-clean,b853bf4df3530932710bb81474f66e1097c5d5162f62012ccc5c98188e5f7fb9,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/src/server.js,file,8133,tracked-clean,d7c2f62ce21a0fa1b7e43c0fd6a2b5faab55c6f07f291f9b3a37e34513a0f5d5,3,LLMxAI/package.json; backend/package.json; experiments/runs/20260915_dias_backend_llm/before/backend/package.json,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/src/session.js,file,2621,tracked-clean,a01b6384ade98fa47e0453fdb823929109e0cdfab61f749420c6741bdbdb8846,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/tests/modelClient.test.js,file,2054,tracked-clean,f3ed806730735235d0c538ff50009b813890221ea5c3ddf5f877536b7afd611a,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/tests/policy.test.js,file,2068,tracked-clean,d1e7de0423c37e4738045ead7392923e1f05985a638ff15365e317c3d8b38558,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/tests/registry.test.js,file,2720,tracked-clean,0418ff37d1207acecb098ac37ca895bfd786413e158637ef8a927a546c12b518,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/tests/reproducibility.test.js,file,1743,tracked-clean,78a99046ac188dc711ac2301dff75ce5a0192ef93d0f27810cdec0b20b5bb550,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
LLMxAI/tests/session.test.js,file,2140,tracked-clean,b159235d48c0adb6016eb4a2846490db5756d24f3bc4eaec3a03b9a84d8d2c66,0,,SEAL-era standalone LLM runtime and data,historical-evidence,keep,medium,Hosts the DIAS adapter directory referenced by Makefile and run records.
Makefile,file,17073,modified,5b4cc541e56da87b474a979d0d9391ad38928c2572c33f17e976c47d13d994cf,0,,root documentation/configuration,canonical-doc,keep,high,
Proof reading.zip,file,1370762,ignored,bf88fac75042bd73d5bdef1ff4cc3bbb9db5e50d4eef00069eef950f69d20d80,0,,Overleaf download archive (2026-09-17 08:58),duplicate,move:trashy/superseded-paper-drafts/,high,Byte-identical sources to Proof reading/_pre_review_backup; ignored (*.zip).
Proof reading/README_OVERLEAF.txt,file,811,untracked,139080ca43f599d88e08257936501b828b7f987195231dc41694bf34a06f3c38,0,,"Overleaf package extras (old PDF, README)",superseded-draft,move:trashy/superseded-paper-drafts/,high,"main_old.pdf / main_revised.pdf / README_OVERLEAF.txt are builds or package notes, not sources.; identical content: DIAS latex paper/README_OVERLEAF.txt; output/overleaf/SEBA_XAI_Overleaf_Package/README_OVERLEAF.txt"
Proof reading/_pre_review_backup/dias-refs.bib,file,23461,untracked,5259be3519f9f2c10c43c836f25c18a3a16d15f0ac320830061286e5d0e0abce,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.; identical content: DIAS latex paper/dias-refs.bib
Proof reading/_pre_review_backup/main.tex,file,3341,untracked,9ad595d5b4fb468521de135bdc7c8b18bd15365b9dbbe5fbca234d96acf85d19,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections/Abstract.tex,file,4845,untracked,55cc8165097f15f64459bd07882f004ba162cc9b0c17cd8b5a384cdae2f8f171,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections/Conclusion.tex,file,4561,untracked,269be2a7cd722c6d590a634b2346f3b1ddab7fa1c8926078d217b9974e8eef00,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections/Ethics.tex,file,0,untracked,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections/Implementation.tex,file,14213,untracked,7c17c6c54f0313469db884f43277c003df836bd34a89b32c740c5c83ce636fc9,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections/Introduction.tex,file,8621,untracked,606a0fbbd2ae766cf1c2bf38def861cff1c7e3d3a95ec7e77fe6f0ffc5fa2b1d,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections/Methodology.tex,file,18910,untracked,575d403e3dd303eae37d9f6cf34173ec8020ba6261f98c8d40b6f63418cbfa36,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections/RelatedWork.tex,file,9731,untracked,3430e7c337eb0e98ac68646b972b0dbc2fb89723d8ac67a882e08fd95b5187ca,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections/Results.tex,file,7279,untracked,bbaef07bafbcc577fa277845dc6c40dd7c9eef3a7669fcefe0e1719be8e130e0,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections_round2/Abstract.tex,file,3646,untracked,949c9f445d139943eab5827e6e2a8896a38c9182c26f3d3dae1f012744ac4164,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.; identical content: Proof reading/sections/Abstract.tex
Proof reading/_pre_review_backup/sections_round2/Conclusion.tex,file,4550,untracked,d9f9e5bee124ce4a838065690f443656eb1ef71652caee8f2483ddccee8544b7,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.; identical content: Proof reading/sections/Conclusion.tex
Proof reading/_pre_review_backup/sections_round2/Ethics.tex,file,0,untracked,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections_round2/Implementation.tex,file,14471,untracked,6bf8f4fe91c7f76fa9ae67b5c8faa3899222ae5d27181fe67418bc08c91e3cf3,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections_round2/Introduction.tex,file,8426,untracked,5ee19a201d83792a50b5882333bdb5b56a7f1ab2808e9a0f4fd22e3c141ee6ad,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections_round2/Methodology.tex,file,19658,untracked,95b5d2e637546adcff5b75eef67a2031f2b0dbdfac35f2ff0c9c2c1f82ee3c5d,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
Proof reading/_pre_review_backup/sections_round2/RelatedWork.tex,file,9696,untracked,6170dc065a0a966f8e1b559e3cb5e9f136580f2c408d84b30b1a0ed23c3d9ae4,0,,backups of the user's Overleaf text before proof-reading,superseded-draft,move:trashy/superseded-paper-drafts/,high,Backups of the 2026-09-17 Overleaf download; kept for reverting proof-read edits.
